GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
40	rs9933509	16	53816275	rs8050136	2014-07-29	24348519	Namjou B	2013-12-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/24348519	EMR-linked GWAS study: investigation of variation landscape of loci for body mass index in children.	Body mass index	up to 2,860 European ancestry children	NA	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.39	1E-7	7.0		5.26	[NR] z score increase	Affymetrix, Illumina [up to 583824] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2015-04-23	25231870	Perry JR	2014-07-23	Nature	www.ncbi.nlm.nih.gov/pubmed/25231870	Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche.	Menarche (age at onset)	Up to 182,413 European ancestry females	NA	16q12.2	FTO	FTO			79068			rs8050136-C	rs8050136	0	8050136	intron_variant	0	0.6	2E-17	16.69897000433602		0.04	[0.03-0.05] unit increase	Affymetrix, Illumina [2441815] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.4055	2E-58	57.69897000433602	(men)	0.0844	[0.074-0.095] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.4067	1E-52	52.0	(EA, men)	0.0857	[0.075-0.097] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs8050136-?	rs8050136	0	8050136	intron_variant	0	NR	4E-54	53.39794000867204	(men)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.4074	4E-39	38.39794000867204	(men)	0.0792	[0.067-0.091] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 19,366 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,727 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.3904	2E-18	17.69897000433602	(men)	0.0931	[0.072-0.114] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-10-20	28869590	Zhao W	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869590	Identification of new susceptibility loci for type 2 diabetes and shared etiological pathways with coronary heart disease.	Type 2 diabetes	6,353 South Asian ancestry cases, 7,179 South Asian ancestry controls, 3,871 European ancestry cases, 16,427 European ancestry controls, 34,840 cases, 114,981 controls	7,888 South Asian ancestry cases, 20,679 South Asian ancestry controls, 387 European ancestry cases, 2,092 European ancestry controls, 19,998 East Asian ancestry cases, 30,983 East Asian ancestry controls	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.4135	3E-26	25.522878745280337	(EA)	0.107	[0.087-0.127] unit increase	Affymetrix, Illumina [NR] (imputed)	N
40	rs9933509	16	53816275	rs8050136	2017-10-20	28869590	Zhao W	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869590	Identification of new susceptibility loci for type 2 diabetes and shared etiological pathways with coronary heart disease.	Type 2 diabetes	6,353 South Asian ancestry cases, 7,179 South Asian ancestry controls, 3,871 European ancestry cases, 16,427 European ancestry controls, 34,840 cases, 114,981 controls	7,888 South Asian ancestry cases, 20,679 South Asian ancestry controls, 387 European ancestry cases, 2,092 European ancestry controls, 19,998 East Asian ancestry cases, 30,983 East Asian ancestry controls	16q12.2	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.4135	3E-39	38.52287874528034		0.106	[0.09-0.122] unit increase	Affymetrix, Illumina [NR] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.396	6E-108	107.22184874961636		0.0803	[0.073-0.087] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-?	rs3751812	0	3751812	intron_variant	0	NR	2E-108	107.69897000433602	(EA)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-?	rs3751812	0	3751812	intron_variant	0	NR	3E-109	108.52287874528034				Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-?	rs3751812	0	3751812	intron_variant	0	NR	3E-32	31.522878745280337	(EA, men)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.4119	2E-19	18.69897000433602	(EA, men)	0.0783	[0.061-0.095] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 19,366 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,727 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.3885	7E-28	27.154901959985743	(women)	0.1088	[0.089-0.128] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 19,366 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,727 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.3892	5E-41	40.30102999566398		0.1039	[0.089-0.119] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 19,366 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,727 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.4063	5E-42	41.30102999566398	(EA)	0.1086	[0.093-0.124] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 19,366 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,727 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.4102	1E-15	15.0	(EA, men)	0.0986	[0.074-0.123] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53818460	rs3751812	2018-11-26	30275531	Klarin D	2018-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30275531	Genetics of blood lipids among ~300,000 multi-ethnic participants of the Million Veteran Program.	HDL cholesterol	215,551 European ancestry individuals, 57,332 African American individuals, 24,743 Hispanic individuals	Up to 319,677 individuals	16q12.2	FTO	FTO			79068			rs3751812-T	rs3751812	0	3751812	intron_variant	0	0.3619	2E-18	17.69897000433602		0.0253	[0.02-0.031] mg dl−1 decrease	Affymetrix [up to 31400000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2014-10-23	24509480	Mahajan A	2014-02-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls	21,491 European ancestry cases, 55,647 European ancestry controls	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.39	1E-12	12.0		1.13	[1.09-1.18]	Affymetrix, Illumina [2500000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2017-12-05	28724990	Zillikens MC	2017-07-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28724990	Large meta-analysis of genome-wide association studies identifies five loci for lean body mass.	Lean body mass	37,450 European ancestry individuals, 842 Old Order Amish individuals	47,227 European ancestry individuals, 380 African American individuals, 8,034 Korean ancestry individuals, 7,834 Indian ancestry individuals	16q12.2	FTO	FTO			79068			rs9936385-?	rs9936385	0	9936385	intron_variant	0	0.61	7E-13	12.154901959985743		0.15	[0.11-0.19] unit decrease	Affymetrix, Illumina [at least 1912063] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.408448080917121	3E-23	22.522878745280337		1.13	[1.10-1.16]	Affymetrix, Illumina [up to 2500000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	NR	3E-18	17.522878745280337	(men)	1.14	[1.11-1.17]	Affymetrix, Illumina [up to 2500000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	NR	6E-11	10.221848749616356	(female)	1.12	[1.08-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index	up to 309,889 European ancestry individuals	NA	16q12.2	FTO, CHD9, LOC643802, BL2, AKTIP, RPGRIP1, IRX3	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.39	4E-188	187.39794000867204				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index (age <50)	up to 51,625 European ancestry men, up to 60,654 European ancestry women	NA	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.39	5E-95	94.30102999566398		0.093	unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index (age>50)	up to 90,988 European ancestry men, up to 106,622 European ancestry women	NA	16q12.2	FTO, CHD9, LOC643802, BL2, AKTIP, RPGRIP1, IRX3	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.39	1E-97	97.0		0.073	unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index x sex x age interaction (4df test)	up to 51,625 European ancestry men aged <50, up to 60,654 European ancestry women aged <50, up to 90,988 European ancestry men aged >50, up to 106,622 European ancestry women aged >50	NA	16q12.2	FTO, CHD9, LOC643802, BL2, AKTIP, RPGRIP1, IRX3	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	0.39	2E-187	186.69897000433602				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
40	rs9933509	16	53819169	rs9936385	2018-12-17	26961502	Wood AR	2016-03-10	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/26961502	Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively.	Type 2 diabetes	4,040 British ancestry cases, 113,735 British ancestry controls	NA	16q12.2	FTO	FTO			79068			rs9936385-C	rs9936385	0	9936385	intron_variant	0	NR	1E-9	9.0	(additive model)	1.152	[1.11-1.2]	NR [9288881] (imputed)	N
40	rs9933509	16	53819893	rs11075990	2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Body mass index	7,962 European ancestry high body mass index individuals, 8,106 European ancestry low body mass index individuals	4,900 European ancestry high body mass index individuals, 4,891 European ancestry low body mass index individuals	16q12.2	FTO	FTO			79068			rs11075990-G	rs11075990	0	11075990	intron_variant	0	0.4	2E-51	50.69897000433602		1.35	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
40	rs9933509	16	53820527	rs9939609	2008-06-16	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	(see Zeggini 2007)	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.40	2E-7	6.698970004336019		1.34	[1.17-1.52]	Affymetrix [469557]	N
40	rs9933509	16	53820527	rs9939609	2009-01-12	19079261	Willer CJ	2008-12-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19079261	Six new loci associated with body mass index highlight a neuronal influence on body weight regulation.	Body mass index	32,387 European ancestry individuals	59,082 European ancestry individuals	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.41	4E-51	50.39794000867204		0.33	[0.27-0.39] kg/m2 increase	Affymetrix, Illumina [2399588] (imputed)	N
40	rs9933509	16	53820527	rs9939609	2009-05-05	19396169	Cho YS	2009-04-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19396169	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean ancestry individuals	7,861 Korean ancestry individuals	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.13	2E-7	6.698970004336019	(BMI)	0.24	[0.14-0.32] kg/m2 increase	Affymetrix [2156535] (imputed)	N
40	rs9933509	16	53820527	rs9939609	2009-09-28	17434869	Frayling TM	2007-04-12	Science	www.ncbi.nlm.nih.gov/pubmed/17434869	A common variant in the FTO gene is associated with body mass index and predisposes to childhood and adult obesity.	Body mass index	5,483 European ancestry type 2 diabetes cases, 5,174 European ancestry controls	19,424 European ancestry adult individuals, 10,172 European ancestry children	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.39	3E-35	34.52287874528034		0.36	[0.34 - 0.46] kg/m2 increase (adults)	Affymetrix [490032]	N
40	rs9933509	16	53820527	rs9939609	2012-08-07	22693455	Perry JR	2012-05-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.40	1E-20	20.0	(Obese)	1.25	[1.19-1.30]	NR [NR]	N
40	rs9933509	16	53820527	rs9939609	2014-07-01	21102462	Elks CE	2010-11-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	Menarche (age at onset)	86,142 European ancestry female individuals, 557 Old Order Amish (founder/genetic isolate) female individuals, 1,103 Erasmus Rucphen (founder/genetic isolate) female individuals	Up to 12,813 European ancestry female individuals, 910 Val Borbera (founder/genetic isolate) female individuals, 348 Orcadian (founder/genetic isolate) female individuals, 338 Friuli Venezia Giulia (founder/genetic isolate) female individuals, 322 Carlantino (founder/genetic/isolate) female individuals	16q12.2	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.40	3E-8	7.522878745280337		2.1	[1.32-2.88] week decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
40	rs9933509	16	53820527	rs9939609	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related disease endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	16q12.2	NR	FTO			79068			rs9939609-?	rs9939609	0	9939609	intron_variant	0	NR	2E-17	16.69897000433602				Affymetrix [NR]	N
40	rs9933509	16	53820527	rs9939609	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	16q12.2	NR	FTO			79068			rs9939609-?	rs9939609	0	9939609	intron_variant	0	NR	1E-14	14.0				Affymetrix [NR]	N
40	rs9933509	16	53821125	rs17817712	2018-09-28	30045251	Lee MR	2018-07-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/30045251	Causal association of body mass index with hypertension using a Mendelian randomization design.	Body mass index	8,832 Korean ancestry individuals	NA	16q12.2	FTO	FTO			79068			rs17817712-?	rs17817712	0	17817712	intron_variant	0	NR	1E-6	6.0		0.348	[0.21-0.49] unit increase	Affymetrix [1590162] (imputed)	N
40	rs9933509	16	53821615	rs7202116	2012-11-30	22982992	Yang J	2012-09-12	Nature	www.ncbi.nlm.nih.gov/pubmed/22982992	FTO genotype is associated with phenotypic variability of body mass index.	Body mass index	133,154 European ancestry individuals	59,325 European ancestry individuals	16q12.2	FTO	FTO			79068			rs7202116-G	rs7202116	0	7202116	intron_variant	0	0.402	2E-10	9.698970004336019	(discovery + validation)	0.036	[0.025-0.047] unit increase	Affymetrix, Illumina, Perlegen [~ 2440000] (imputed)	N
40	rs9933509	16	53822651	rs7185735	2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry  class I obese individuals, 9,889 European ancestry class II obese individuals, 2,896 European ancestry class III obese individuals, up to 65,840 European ancestry controls	65,332 European ancestry overweight individuals, 22,373 European ancestry class I obese individuals, 5,476 European ancestry class II obese individuals, 1,162 European ancestry class III obese individuals, up to 39,294 European ancestry controls	16q12.2	FTO	FTO			79068			rs7185735-G	rs7185735	0	7185735	intron_variant	0	0.4	1E-79	79.0	(Obesity class II)	1.33	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
